"Nobel";"Country";"Year";"UniversityScore";"Popularity";"Productivity"
"no";"united states";1907;66.7;0;0.17825311942959
"no";"united kingdom";1965;96.6;31.1469724639559;14.9732620320856
"no";"england";1861;13.3;0;0
"no";"united states";1933;49.8;11.6714256579213;83.7789661319073
"no";"japan";1951;0;0;86.8092691622103
"no";"united states";1947;89.7;11.6714256579213;4.99108734402852
"no";"norway";1869;0;13.1787910765495;21.2121212121212
"no";"united states";1940;0;0;1.96078431372549
"no";"russia";1863;0;0;1.7825311942959
"no";"united kingdom";1979;32.6;20.1967922141704;7.66488413547237
"yes";"canada";1918;18.8;0;1.62748643761302
"no";"england";1950;16.3;45.1606794181645;57.1174377224199
"no";"united states";1870;33.6;0;11.0516934046346
"no";"united states";1915;66.7;9.65328998110935;13.3689839572193
"no";"brazil";1946;0;19.9863170642184;33.6898395721925
"no";"united states";1917;79.4;19.5418229090944;0.648841354723708
"no";"israel";1949;93.15;38.679963294545;64.7058823529412
"no";"india";1935;0;24.354237917319;6.59536541889483
"no";"united kingdom";1966;0;6.58939553827474;28.1639928698752
"yes";"france";1866;24;26.2076261850994;94.2959001782531
"no";"mexico";1955;0;36.1571702723652;63.8146167557932
"no";"china";1919;0;0;1.60427807486631
"no";"india";1951;0;14.3823991182398;17.825311942959
"no";"united states";1945;86.3;26.0538247761612;72.7272727272727
"no";"romania";1949;0;36.6826702194319;34.7593582887701
"no";"united states";1934;65.9;18.5398448213884;82.3529411764706
"no";"united states";1943;29;9.65328998110935;51.3368983957219
"no";"switzerland";1923;0;18.260821196196;54.5454545454545
"no";"united states";1930;22.1;26.8666195470429;53.3807829181495
"yes";"usa";1908;0;0;2.16998191681736
"no";"austria";1917;0;18.260821196196;21.2121212121212
"no";"poland";1944;0;31.0799558304552;59.8930481283422
"no";"united states";1861;33.6;8.31489140629709;14.4385026737968
"no";"germany";1901;18.8;0;7.66488413547237
"no";"united states";1931;0;22.8320810576588;22.1033868092692
"no";"united states";1918;49.8;8.31489140629709;37.9679144385027
"no";"sweden";1925;27.4;12.4723371094456;17.2905525846702
"no";"united states";1944;100;19.9863170642184;34.0463458110517
"no";"united states";1894;33.8;0;2.13903743315508
"no";"russia";1931;33;0;10.1604278074866
"no";"united kingdom";1933;16.3;0;0.17825311942959
"yes";"germany";1906;54.9;32.0141600185401;4.09982174688057
"yes";"usa";1939;0;21.6580195106868;15.8645276292335
"no";"lithuania";1956;0;36.2432663865168;14.795008912656
"no";"united kingdom";1940;65.2;0;46.3458110516934
"no";"italy";1860;23.1;26.0538247761612;42.7807486631016
"no";"russia";1929;33;9.65328998110935;0
"no";"united states";1964;75.2;0;13.1907308377897
"yes";"united kingdom";1892;36.2;25.5672397374349;5.16934046345811
"no";"united kingdom";1863;36.2;0;16.0427807486631
"no";"india";1918;54.9;0;3.38680926916221
"no";"united states";1906;79.4;0;3.03030303030303
"no";"netherlands";1953;0;0;84.4919786096257
"no";"united states";1963;0;0;9.44741532976827
"no";"united states";1916;100;9.65328998110935;82.5311942959002
"no";"sri lanka";1939;0;33.9032135074366;50.9803921568627
"no";"united kingdom";1866;0;12.4723371094456;3.5650623885918
"yes";"germany";1921;0;39.9569797639247;23.5081374321881
"no";"canada";1904;50.4;12.4723371094456;11.5864527629234
"no";"united kingdom";1925;36.2;16.9934048261356;26.0249554367201
"no";"mexico";1945;19;21.9737727442206;80.7486631016043
"yes";"norway";1963;0;64.6196478345994;18.9873417721519
"yes";"belgium";1930;0;31.6754984278272;42.6763110307414
"no";"united states";1937;100;15.3843772059459;27.807486631016
"no";"austria";1888;25.3;9.65328998110935;7.1301247771836
"yes";"france";1947;0;0;34.7197106690778
"no";"united states";1981;64.6;33.3294451686081;37.6114081996435
"yes";"usa";1934;0;37.2384954628331;57.6853526220615
"no";"united states";1964;0;19.5418229090944;18.5383244206774
"no";"united kingdom";1934;0;0;6.59536541889483
"no";"azerbaijan";1926;0;0;0
"no";"germany";1927;31.9;13.1787910765495;22.8163992869875
"no";"united kingdom";1964;49.8;11.6714256579213;33.8680926916221
"no";"united states";1929;31.9;16.2426855193841;26.2032085561497
"no";"united states";1933;50.4;43.3072701217142;20.4991087344029
"no";"united states";1941;0;45.7582030626153;0.352941176470588
"no";"ukraine";1937;0;43.6690851810515;53.6541889483066
"no";"scotland";1907;0;0;5.16934046345811
"no";"united states";1949;87.05;8.31489140629709;32.0855614973262
"no";"united states";1932;49.8;8.31489140629709;6.59536541889483
"no";"australia";1900;0;0;9.80392156862745
"no";"sweden";1884;27.4;14.3823991182398;4.99108734402852
"no";"united states";1873;65.9;0;0.35650623885918
"no";"united kingdom";1944;9.4;10.7468412414233;71.301247771836
"no";"united kingdom";1961;20;16.9934048261356;62.2103386809269
"no";"russia";1930;33;0;5.70409982174688
"no";"india";1959;0;15.8288713610698;28.8770053475936
"no";"united states";1916;0;0;7.66488413547237
"no";"united states";1974;41.05;35.2036103101493;52.7629233511586
"no";"united states";1943;89.85;6.58939553827474;41.5329768270945
"no";"united states";1925;80.7;13.1787910765495;0.71301247771836
"no";"united states";1855;33.6;4.15744570314854;0.53475935828877
"no";"united states";1959;80.7;13.8107356842579;93.2263814616756
"no";"united states";1929;54.5333333333333;11.6714256579213;9.26916221033868
"no";"united states";1929;65.9;22.2737315609943;34.0463458110517
"no";"germany";1912;65.9;0;27.807486631016
"no";"united states";1919;0;4.15744570314854;0.17825311942959
"no";"germany";1877;0;27.186197701447;43.6720142602496
"no";"nigeria";1956;36.2;19.5418229090944;0
"no";"united states";1943;20;4.15744570314854;15.1515151515152
"no";"japan";1947;0;43.0928761414722;79.5008912655971
"no";"united states";1939;75.2;47.6163507843649;0.329768270944742
"yes";"usa";1914;33.8;0;10.3074141048825
"yes";"japan";1954;0;55.3434078752025;0.204339963833635
"no";"united states";1950;0;0;2.31729055258467
"no";"united states";1952;0;10.7468412414233;64.8841354723708
"no";"united states";1906;89.6;0;2.85204991087344
"no";"india";1945;0;15.8288713610698;0.71301247771836
"no";"australia";1950;9.4;35.0491487365195;0.265597147950089
"no";"united states";1942;0;16.2426855193841;17.825311942959
"no";"united states";1937;100;4.15744570314854;36.541889483066
"no";"austria";1880;0;30.839319064602;14.4385026737968
"no";"switzerland";1866;16.3;0;19.0730837789661
"no";"germany";1963;0;0;42.602495543672
"no";"saint lucia";1915;0;39.8176403283282;0.226381461675579
"no";"united states";1943;20;27.5611901947893;14.795008912656
"no";"poland";1955;0;0;16.5775401069519
"no";"united states";1921;48.9;21.8179736912011;0.17825311942959
"no";"republic of ireland";1907;0;12.4723371094456;11.5864527629234
"no";"united states";1949;0;10.7468412414233;45.8110516934046
"no";"united kingdom";1964;0;4.15744570314854;9.98217468805704
"no";"united states";1944;80.7;32.996141296952;18.8948306595365
"no";"united states";1897;24.9;0;2.85204991087344
"no";"denmark";1963;54.2;9.65328998110935;27.9857397504456
"no";"united states";1945;21.6;0;24.5989304812834
"no";"romania";1933;28.2;36.8006660175844;94.6524064171123
"no";"united states";1880;86.3;0;0.71301247771836
"no";"turkey";1920;80.7;0;8.55614973262032
"no";"poland";1884;0;8.31489140629709;6.06060606060606
"no";"united states";1923;79.4;26.2830727937035;39.2156862745098
"no";"united states";1910;0;0;44.0285204991087
"no";"israel";1932;16.3;29.9729109169839;40.8199643493761
"no";"united states";1932;0;0;1.7825311942959
"yes";"france";1900;0;0;13.5623869801085
"no";"united states";1945;65.25;0;15.6862745098039
"yes";"germany";1888;0;26.9225101273066;16.9340463458111
"no";"united states";1927;89.7;12.4723371094456;64.8841354723708
"no";"united states";1866;100;21.3247156390307;75.7575757575758
"no";"germany";1995;0;17.9681813874064;18.0035650623886
"no";"united kingdom";1852;64.6;0;4.63458110516934
"no";"canada";1943;80.7;0;3.5650623885918
"no";"poland";1866;25.3;0;22.2816399286988
"no";"united states";1925;14.9;12.4723371094456;11.0516934046346
"no";"united states";1938;0;0;67.0231729055259
"yes";"italy";1914;0;34.3296416058336;31.729055258467
"no";"india";1951;16.3;21.8179736912011;26.3814616755793
"no";"poland";1938;0;37.6015774691088;37.6114081996435
"no";"united states";1919;0;18.8064632171355;44.9197860962567
"no";"ukraine";1901;50.4;16.658536998062;7.29537366548043
"no";"united kingdom";1924;0;9.65328998110935;1.06951871657754
"yes";"french algeria";1933;0;53.8501360572438;34.5388788426763
"no";"united states";1952;66.9;4.15744570314854;43.1372549019608
"no";"united states";1960;100;0;11.9429590017825
"yes";"germany";1941;0;0;58.7703435804702
"no";"russia";1970;66.7;26.7168467917312;17.825311942959
"no";"russia";1956;0;0;0
"no";"united states";1936;0;28.9116935694694;40.1069518716578
"no";"japan";1950;37.2;25.2194364397845;55.2584670231729
"no";"china";1927;0;0;18.5383244206774
"no";"pakistan";1950;80.7;0;1.42602495543672
"no";"china";1962;0;0;2.31729055258467
"no";"canada";1957;18.8;9.65328998110935;34.4028520499109
"no";"poland";1867;0;0;0.17825311942959
"no";"united states";1942;80.7;4.15744570314854;33.6898395721925
"no";"united states";1956;0;21.1508505292841;17.1122994652406
"no";"england";1970;0;39.6423896428703;0.203208556149733
"no";"italy";1976;0;6.58939553827474;32.0855614973262
"no";"united states";1933;66.7;0;84.3137254901961
"no";"united states";1942;0;22.4182668993446;52.2281639928699
"no";"united states";1929;84.5;4.15744570314854;55.7932263814617
"no";"australia";1948;54.9;8.31489140629709;91.9786096256685
"no";"united states";1916;0;10.7468412414233;14.795008912656
"yes";"usa";1951;86.3;0;34.9005424954792
"no";"united states";1941;100;0;43.1372549019608
"no";"united states";1922;66.7;8.31489140629709;16.7557932263815
"no";"united states";1935;93.4;0;0.53475935828877
"yes";"india";1857;0;33.3985199393166;0.238859180035651
"no";"india";1950;0;27.4387792869058;0.17825311942959
"no";"india";1933;0;0;0.17825311942959
"no";"united states";1922;0;32.7138321781798;0.236654804270463
"no";"guatemala";1979;23.25;52.1338943070481;15.3297682709447
"no";"united states";1942;66.7;0;7.48663101604278
"yes";"germany";1843;0;74.1040413573428;0.383363471971067
"yes";"usa";1947;65.9;30.2112704793097;30.6595365418895
"yes";"usa";1901;66.7;13.8107356842579;3.38680926916221
"no";"australia";1954;0;6.58939553827474;9.26916221033868
"yes";"france";1850;0;0;4.88245931283906
"no";"united states";1936;80.7;14.3823991182398;10.5169340463458
"no";"italy";1924;23.1;0;20.1426024955437
"no";"switzerland";1981;49.8;8.31489140629709;32.7985739750446
"yes";"germany";1891;25.3;27.8567143153915;10.3386809269162
"no";"canada";1903;0;6.58939553827474;18.1818181818182
"no";"cumbria";1882;96.6;41.035505391941;48.1283422459893
"no";"united states";1962;0;56.5707756610557;94.2959001782531
"no";"united states";1924;0;0;0
"no";"germany";1926;0;0;3.03030303030303
"no";"denmark";1885;18.8;0;0
"no";"netherlands";1958;0;30.6973496840657;25.8467023172906
"no";"united states";1920;100;0;13.903743315508
"no";"israel";1967;0;22.3627978955144;40.9252669039146
"no";"united states";1956;100;11.6438176777672;34.8754448398576
"no";"united states";1898;66.7;10.7468412414233;0.71301247771836
"no";"united states";1918;65.9;0;0.89126559714795
"no";"turkey";1949;0;20.1967922141704;13.7254901960784
"yes";"united kingdom";1917;0;0;3.03030303030303
"no";"australia";1871;0;26.8547362276855;4.09982174688057
"yes";"usa";1946;50.4;76.0475055431113;92.2242314647378
"yes";"russia";1916;0;0;9.09090909090909
"yes";"united kingdom";1892;0;0;1.08499095840868
"no";"germany";1922;13.3;4.15744570314854;42.2459893048128
"no";"united states";1958;93.4;38.1130431793542;28.698752228164
"no";"united kingdom";1888;0;0;57.2192513368984
"yes";"usa";1923;86.3;0;42.8571428571429
"no";"united states";1915;86.3;0;21.2121212121212
"no";"serbia";1933;100;17.9681813874064;68.4491978609626
"no";"cumbria";1896;0;9.65328998110935;1.7825311942959
"no";"germany";1869;13.3;0;38.1461675579323
"no";"georgia";1891;0;13.1787910765495;0
"yes";"usa";1916;0;17.6605279880525;42.602495543672
"no";"united states";1948;0;0;0.17825311942959
"no";"romania";1978;100;29.8500821952798;10.6951871657754
"no";"iran";1960;87.05;40.4855898216233;57.397504456328
"no";"united states";1934;85.15;0;31.9073083778966
"yes";"usa";1928;0;16.2426855193841;27.6292335115865
"no";"united states";1939;71.8333333333333;22.6972905245369;44.5632798573975
"no";"united kingdom";1931;96.6;0;0.35650623885918
"no";"wales";1945;0;16.6297828125942;8.55614973262032
"no";"united states";1948;14.9;4.15744570314854;40.4634581105169
"no";"united kingdom";1893;0;9.65328998110935;25.4901960784314
"no";"india";1953;40.35;33.9660195922922;66.4884135472371
"no";"united states";1943;71.9;60.0860134717308;0.238859180035651
"no";"united states";1946;0;6.58939553827474;36.0071301247772
"no";"united states";1944;17.7;25.3082962324327;6.77361853832442
"no";"united states";1937;89.7;0;0
"no";"canada";1958;89.6;8.31489140629709;27.2727272727273
"no";"united states";1954;93.4;0;0.35650623885918
"no";"sweden";1874;27.4;0;4.27807486631016
"no";"united states";1919;0;57.2593644757554;0.262032085561497
"yes";"usa";1956;59.8;42.9977563943334;31.4647377938517
"no";"united states";1940;0;37.3106413746606;20.1426024955437
"no";"switzerland";1975;28.2;24.5575769256812;24.5989304812834
"no";"russia";1890;0;11.6714256579213;2.13903743315508
"no";"brazil";1957;36.2;0;25.1336898395722
"no";"united states";1907;100;10.7468412414233;2.31729055258467
"no";"united states";1922;0;4.15744570314854;22.4598930481283
"no";"united states";1923;100;31.5027489220311;69.5187165775401
"no";"united states";1868;28.75;0;0.71301247771836
"no";"united states";1920;0;30.0932746811571;11.7647058823529
"no";"united kingdom";1946;0;53.3791110591395;0.768270944741533
"no";"germany";1906;0;0;10.5169340463458
"no";"cuba";1960;0;46.0872498427948;79.8573975044563
"no";"united kingdom";1916;32.6;15.8288713610698;29.2335115864528
"no";"germany";1937;100;6.58939553827474;0.181818181818182
"no";"united states";1941;90.35;9.65328998110935;54.1889483065954
"yes";"germany";1906;49.8;0;20.253164556962
"no";"australia";1918;0;15.8962841486186;4.98220640569395
"no";"united states";1913;100;0;1.77935943060498
"no";"united kingdom";1931;0;6.58939553827474;0.35650623885918
"no";"united states";1872;0;13.1787910765495;0
"no";"united states";1889;100;27.7987628858384;0.204991087344029
"no";"united states";1910;100;0;1.42602495543672
"no";"france";1925;0;18.5398448213884;42.602495543672
"no";"czech republic";1943;0;43.7836466012418;78.25311942959
"no";"united states";1975;75.2;24.354237917319;10.6951871657754
"no";"united states";1939;17.2;21.9737727442206;40.1069518716578
"no";"united states";1895;0;23.699268612243;0.17825311942959
"no";"australia";1918;0;4.15744570314854;0.35650623885918
"no";"spain";1888;0;11.6714256579213;22.4598930481283
"no";"united kingdom";1926;96.6;4.15744570314854;1.60427807486631
"no";"united states";1858;0;0;0.71301247771836
"no";"italy";1937;100;31.62706272533;52.7629233511586
"no";"united states";1971;58.95;39.8801192922272;0.349376114081996
"no";"argentina";1933;66.9;18.5566665481487;42.8825622775801
"no";"united states";1980;66.7;23.4640256653672;36.3636363636364
"no";"united states";1957;50.4;11.6714256579213;6.77361853832442
"yes";"germany";1902;0;32.4328371603989;15.5515370705244
"no";"greece";1947;0;8.31489140629709;0.53475935828877
"no";"russia";1923;0;0;3.20855614973262
"no";"united states";1861;0;19.0617326477204;57.5757575757576
"no";"united states";1863;23.45;11.6714256579213;1.42602495543672
"no";"united states";1949;50.4;0;13.5472370766488
"no";"india";1938;89.6;20.7872285157427;21.3903743315508
"no";"united kingdom";1957;75.75;8.31489140629709;1.06951871657754
"no";"united states";1967;100;19.3065799622187;40.1069518716578
"no";"japan";1930;14.1;13.1787910765495;42.0677361853832
"no";"united states";1927;0;6.58939553827474;0.53475935828877
"no";"united states";1957;0;0;17.825311942959
"no";"united states";1953;0;21.9737727442206;25.4901960784314
"no";"india";1904;74.15;19.5418229090944;22.4598930481283
"no";"united states";1929;100;34.908428468561;0.228163992869875
"no";"united states";1918;0;0;0
"yes";"usa";1947;0;43.364527301798;12.4773960216998
"no";"egypt";1936;36.2;29.1021199220398;1.96078431372549
"no";"india";1946;0;25.2194364397845;34.9376114081996
"no";"sweden";1887;50.4;0;25.3119429590018
"no";"united states";1953;16.3;31.3436434045956;43.1372549019608
"no";"germany";1927;100;22.125627090555;27.4509803921569
"no";"japan";1941;14.1;9.65328998110935;52.4064171122995
"no";"italy";1961;0;22.963908920284;22.9946524064171
"no";"united states";1914;0;0;17.6470588235294
"no";"china";1939;33.6;14.9042869445718;19.0730837789661
"no";"united states";1925;0;6.58939553827474;0
"no";"united kingdom";1900;54.9;20.5968021631723;3.38680926916221
"no";"united states";1956;0;37.3463080385238;33.1550802139037
"no";"india";1938;96.6;0;11.9429590017825
"no";"united kingdom";1927;32.6;0;25.8467023172906
"no";"canada";1914;0;0;10.5169340463458
"no";"czech republic";1895;0;0;4.81283422459893
"no";"united kingdom";1926;96.6;42.673862783527;0.363636363636364
"no";"germany";1924;0;6.58939553827474;4.09982174688057
"no";"united states";1955;0;40.4855898216233;20.1426024955437
"no";"germany";1924;31.9;9.65328998110935;9.09090909090909
"yes";"germany";1929;17.2;0;24.5989304812834
"yes";"austria";1857;0;20.4628419572337;12.6582278481013
"no";"netherlands";1938;20;0;19.4295900178253
"no";"bulgaria";1931;0;24.2499235263273;14.4385026737968
"no";"united states";1918;80.7;0;8.9126559714795
"no";"germany";1875;28.2;4.15744570314854;22.4598930481283
"yes";"prussia";1854;14.9;59.4628116265033;0.338155515370705
"no";"japan";1922;14.1;6.58939553827474;29.0552584670232
"no";"united states";1939;100;10.7468412414233;46.524064171123
"no";"south africa";1915;0;4.15744570314854;0.89126559714795
"no";"united states";1914;0;13.8107356842579;2.85204991087344
"no";"japan";1980;0;10.7468412414233;34.4028520499109
"no";"united states";1936;79.4;8.31489140629709;27.6292335115865
"yes";"spain";1852;0;0;77.5768535262206
"no";"egypt";1930;0;0;0.17825311942959
"no";"united states";1927;100;22.9923000351939;56.2277580071174
"no";"united states";1932;65.9;0;10.6951871657754
"no";"italy";1967;28.6;54.6878107766801;73.4402852049911
"no";"north yorkshire";1911;0;4.15744570314854;2.67379679144385
"no";"united states";1896;0;4.15744570314854;3.20855614973262
"no";"united states";1865;0;4.15744570314854;5.88235294117647
"no";"united kingdom";1944;20;0;0.17825311942959
"no";"united states";1944;20.75;0;1.7825311942959
"no";"ukraine";1881;0;4.15744570314854;0.17825311942959
"no";"canada";1906;65.9;9.65328998110935;17.825311942959
"yes";"usa";1953;89.6;46.1654287251122;8.86075949367089
"no";"united states";1956;96.6;27.6811527196207;47.0588235294118
"no";"ukraine";1852;0;0;0
"no";"united states";1869;23.45;25.8154652138353;45.632798573975
"no";"india";1960;98.3;21.4936824828466;36.0071301247772
"no";"england";1914;0;4.15744570314854;2.67379679144385
"no";"new zealand";1942;100;0;11.5864527629234
"no";"united states";1938;80.05;0;7.66488413547237
"no";"france";1917;0;9.65328998110935;4.63458110516934
"no";"united states";1928;49.8;37.8681958648558;44.9197860962567
"no";"united states";1938;66.7;32.1566352757096;0.180035650623886
"no";"united kingdom";1955;96.6;0;7.48663101604278
"no";"canada";1895;79.4;16.2426855193841;6.06060606060606
"no";"england";1967;27.5;11.6714256579213;2.67379679144385
"no";"united states";1890;57.85;12.4723371094456;42.7807486631016
"no";"russia";1945;0;6.58939553827474;0
"no";"united states";1893;79.4;12.4723371094456;10.3386809269162
"no";"united states";1870;0;11.6714256579213;0
"no";"germany";1907;47.5;21.6580195106868;26.2032085561497
"no";"united states";1927;0;4.15744570314854;17.4688057040998
"no";"united states";1917;49.8;0;11.5864527629234
"no";"india";1952;0;0;28.698752228164
"no";"united states";1969;82.85;33.6231876387297;20.1426024955437
"no";"united states";1872;49.8;0;9.44741532976827
"no";"germany";1869;0;0;2.49554367201426
"no";"nigeria";1932;36.2;23.9256323179728;11.0516934046346
"no";"azerbaijan";1941;0;9.65328998110935;2.49554367201426
"yes";"usa";1920;0;21.9737727442206;18.5383244206774
"no";"united states";1933;50.4;9.65328998110935;37.0766488413547
"yes";"japan";1918;37.2;44.9156823155224;76.130198915009
"no";"italy";1885;0;8.31489140629709;19.6078431372549
"no";"united states";1951;0;0;49.3761140819964
"no";"russia";1934;0;19.5418229090944;4.81283422459893
"no";"united kingdom";1950;0;35.9513388782207;36.541889483066
"no";"united states";1944;20.75;0;48.3065953654189
"no";"ukraine";1967;0;0;3.03030303030303
"no";"united states";1922;79.4;8.31489140629709;1.7825311942959
"no";"romania";1905;0;0;0.35650623885918
"no";"united states";1895;65.9;29.376882142933;1.24777183600713
"no";"austria";1952;9.4;25.4821613421792;53.1194295900178
"no";"united states";1977;46.35;37.6917735492301;34.9376114081996
"no";"united states";1946;0;13.1787910765495;63.458110516934
"no";"england";1943;96.6;0;0
"no";"united states";1903;86.3;0;0.53475935828877
"no";"austria";1921;0;10.7468412414233;3.74331550802139
"no";"united states";1904;80.7;0;36.7201426024955
"no";"united states";1860;0;6.58939553827474;11.4081996434938
"no";"united states";1919;100;13.1787910765495;16.2210338680927
"no";"new zealand";1917;27.4;0;6.41711229946524
"no";"united states";1910;32.6;20.7872285157427;47.0588235294118
"no";"belarus";1887;0;0;27.0944741532977
"no";"united states";1914;0;44.3109355322149;51.6934046345811
"no";"united states";1919;0;0;0
"no";"germany";1880;0;40.3578185125894;53.1194295900178
"no";"bangladesh";1934;0;0;0.17825311942959
"no";"united kingdom";1922;24.9;6.58939553827474;4.09982174688057
"no";"united states";1966;73.1;26.6466948072449;79.6791443850267
"no";"india";1966;0;19.9863170642184;59.7147950089127
"no";"united states";1867;49.8;19.7681866148242;6.95187165775401
"no";"russia";1945;0;0;2.13903743315508
"no";"united states";1970;94.8;35.4362460297296;26.7379679144385
"no";"united states";1943;0;16.9934048261356;87.1657754010695
"no";"united states";1930;0;30.0133011457006;50.2673796791444
"yes";"usa";1933;20;38.9883748789607;0.202846975088968
"no";"latvia";1914;0;20.1967922141704;3.20855614973262
"no";"united states";1923;0;16.9934048261356;13.7254901960784
"no";"australia";1892;0;0;0.53475935828877
"no";"united states";1918;63.5;9.65328998110935;33.1550802139037
"no";"russia";1894;0;0;0
"no";"united states";1860;33.8;14.3823991182398;5.16934046345811
"no";"germany";1911;13.3;22.8320810576588;37.4331550802139
"no";"united states";1925;86.3;9.65328998110935;35.650623885918
"no";"united states";1924;52.65;0;16.0427807486631
"no";"russia";1946;33;0;0.53475935828877
"no";"netherlands";1921;20;11.6714256579213;44.3850267379679
"no";"united states";1933;0;0;1.7825311942959
"no";"united states";1872;0;0;22.4598930481283
"no";"japan";1927;25.3;0;62.7450980392157
"no";"france";1948;80.7;47.8167296554724;0.179715302491103
"no";"united states";1952;0;16.2426855193841;47.0588235294118
"no";"united states";1951;73.7;13.1787910765495;47.2370766488414
"no";"brazil";1959;21;62.4230557230846;36.0071301247772
"no";"india";1944;16.3;18.260821196196;81.1051693404635
"no";"india";1962;0;12.4723371094456;33.3333333333333
"no";"united states";1964;60.85;0;0.17825311942959
"no";"united kingdom";1872;0;15.3843772059459;43.6720142602496
"no";"united kingdom";1863;13.3;24.7542478663208;14.4385026737968
"no";"essex";1929;36.2;13.1787910765495;10.5169340463458
"no";"russia";1968;33;6.58939553827474;13.0124777183601
"no";"united kingdom";1917;9.4;22.6972905245369;0.71301247771836
"no";"england national football team";1926;0;0;12.2994652406417
"no";"netherlands";1916;9.4;0;4.27807486631016
"no";"india";1936;0;0;66.1319073083779
"no";"united states";1922;0;0;0
"no";"united states";1918;79.4;21.4936824828466;16.5775401069519
"no";"united states";1942;50.4;19.9863170642184;14.0819964349376
"no";"united kingdom";1923;100;8.31489140629709;38.3244206773619
"no";"united states";1919;93.15;42.8795951076107;84.1637010676157
"no";"switzerland";1928;91.9666666666667;43.9554271272872;91.4438502673797
"yes";"usa";1929;0;0;26.0397830018083
"no";"united states";1934;0;0;24.9554367201426
"no";"spain";1911;0;6.58939553827474;2.13903743315508
"no";"united states";1949;100;23.092901554164;74.1532976827095
"no";"argentina";1951;93.4;0;33.1550802139037
"no";"japan";1945;25.3;0;17.4688057040998
"no";"scotland";1964;16.3;52.6867576049815;98.9304812834225
"no";"united states";1920;82.85;4.15744570314854;0.53475935828877
"no";"united states";1926;0;0;6.59536541889483
"no";"india";1939;93.4;19.7681866148242;26.0249554367201
"no";"united states";1938;50.15;26.9895267608074;0.180035650623886
"no";"united states";1981;54.15;22.4182668993446;12.4777183600713
"no";"united states";1935;80.7;21.9737727442206;3.92156862745098
"no";"russia";1903;33;0;1.24777183600713
"no";"italy";1972;0;4.15744570314854;26.9162210338681
"no";"netherlands";1962;20;13.8107356842579;27.9857397504456
"no";"united states";1870;90.35;9.65328998110935;0.89126559714795
"no";"germany";1871;25.3;15.8288713610698;20.6773618538324
"no";"england";1933;32.6;0;3.74331550802139
"no";"united states";1944;57.4333333333333;0;0.53475935828877
"no";"russia";1940;0;0;10.873440285205
"no";"united states";1900;0;0;5.3475935828877
"no";"united states";1916;0;0;0.89126559714795
"no";"united kingdom";1903;36.2;29.9322468541174;31.1942959001783
"no";"russia";1928;0;22.4182668993446;27.807486631016
"no";"latvia";1949;0;0;23.8859180035651
"no";"russia";1939;0;0;0.17825311942959
"no";"austria";1872;0;0;9.98217468805704
"no";"united states";1941;100;0;36.541889483066
"no";"united states";1939;31.6;26.7861877524452;3.38680926916221
"no";"poland";1897;65.9;29.2866860628117;1.24777183600713
"no";"united states";1880;0;0;4.09982174688057
"no";"germany";1910;0;42.8468918870977;33.1550802139037
"no";"germany";1925;96.6;51.5114546882389;63.8146167557932
"no";"united states";1927;0;9.65328998110935;0.71301247771836
"no";"united states";1913;66.7;22.2737315609943;31.3725490196078
"no";"united states";1928;79.4;29.9322468541174;72.7272727272727
"no";"united states";1940;49.8;0;2.13903743315508
"no";"australia";1936;13.3;15.8288713610698;0.35650623885918
"no";"united states";1912;60.8;11.6714256579213;13.7254901960784
"no";"united states";1931;79.4;11.6714256579213;30.6595365418895
"no";"germany";1923;0;0;0
"no";"united states";1941;0;8.31489140629709;33.6898395721925
"no";"canada";1902;0;0;21.74688057041
"no";"united kingdom";1907;0;0;2.49554367201426
"no";"united states";1917;0;4.15744570314854;44.9197860962567
"no";"new zealand";1939;0;8.31489140629709;0
"no";"united states";1937;80.7;0;38.3244206773619
"no";"germany";1952;19.8;27.6811527196207;53.475935828877
"no";"england";1863;24.9;0;9.80392156862745
"no";"united kingdom";1952;54.9;26.5038802912558;0.458110516934046
"no";"devon";1906;0;10.0294386405898;5.51601423487545
"no";"iran";1960;0;25.2194364397845;76.6488413547237
"no";"georgia";1907;0;0;0
"no";"united states";1966;0;10.7468412414233;9.98217468805704
"no";"poland";1948;65.9;0;42.5266903914591
"no";"germany";1881;0;20.4001312225326;36.0071301247772
"no";"united states";1955;50.4;33.1173156464766;59.1800356506239
"yes";"usa";1936;0;41.6659235169828;71.24773960217
"no";"mexico";1930;79.4;23.2191783508689;10.5169340463458
"no";"united states";1965;54.9;0;89.4830659536542
"yes";"japan";1906;0;51.9395346967737;9.94575045207957
"no";"bulgaria";1960;0;9.65328998110935;9.62566844919786
"no";"united states";1901;86.3;0;16.5775401069519
"no";"hungary";1944;86.3;23.2876353555343;66.9039145907473
"yes";"brazil";1915;0;0;16.998191681736
"no";"united kingdom";1907;0;0;2.67379679144385
"no";"united states";1955;80.7;23.3428513158426;36.0071301247772
"no";"united states";1937;79.4;0;32.620320855615
"no";"australia";1940;14.1;0;65.7754010695187
"no";"united states";1939;100;4.15744570314854;0.35650623885918
"no";"united states";1977;90.35;29.6396070453277;19.6078431372549
"no";"india";1978;0;41.8211784051456;1.06951871657754
"no";"canada";1941;55.3;0;1.60427807486631
"no";"united states";1986;90.35;4.15744570314854;0.17825311942959
"no";"united states";1859;0;0;0.35650623885918
"no";"united states";1882;79.4;0;0
"no";"worcestershire";1882;32.6;0;19.7860962566845
"no";"new zealand";1915;0;0;0
