"Nobel";"Country";"Year";"UniversityScore";"Popularity";"Productivity"
"no";"united states";1895;93.4;24.1437627673669;32.2638146167558
"no";"united states";1939;0;8.31489140629709;2.67379679144385
"no";"austria";1940;0;4.15744570314854;52.2281639928699
"no";"italy";1932;0;0;3.74331550802139
"no";"united states";1955;0;6.58939553827474;21.74688057041
"no";"italy";1888;0;14.9042869445718;5.16934046345811
"no";"azerbaijan";1908;0;14.3823991182398;0
"no";"united states";1927;31.7;25.3082962324327;3.74331550802139
"yes";"usa";1925;0;0;49.9108734402852
"no";"united states";1869;0;18.5398448213884;5.3475935828877
"no";"mexico";1925;65.3;6.58939553827474;0.71301247771836
"yes";"usa";1931;0;19.7681866148242;55.2584670231729
"no";"japan";1929;37.2;0;36.1853832442068
"no";"dorset";1906;96.6;0;3.74331550802139
"no";"canada";1949;18.6;36.3561718624605;20.4991087344029
"no";"netherlands";1920;9.4;0;17.4688057040998
"no";"united states";1965;0;21.4936824828466;2.31729055258467
"no";"ukraine";1911;65.9;4.15744570314854;4.81283422459893
"no";"japan";1961;0;0;68.0926916221034
"no";"england national football team";1912;0;11.6714256579213;8.55614973262032
"no";"united states";1928;0;18.260821196196;25.1336898395722
"no";"united states";1957;80.7;25.3958587554102;39.572192513369
"no";"israel";1935;100;6.58939553827474;27.0944741532977
"no";"united states";1863;89.6;20.4001312225326;0.35650623885918
"no";"united kingdom";1925;54.9;18.8064632171355;1.06951871657754
"no";"united states";1909;0;0;19.2513368983957
"no";"brazil";1957;39.1;20.9717946565146;24.9554367201426
"no";"russia";1936;33;15.8288713610698;4.09982174688057
"yes";"spain";1905;0;61.765604451925;60.3978300180832
"no";"germany";1863;25.3;41.1936043263446;81.9964349376114
"no";"east sussex";1874;0;0;2.67379679144385
"no";"united states";1866;0;13.1787910765495;7.30837789661319
"no";"ukraine";1907;0;0;1.7825311942959
"yes";"germany";1884;13.3;19.7681866148242;0.53475935828877
"no";"united states";1903;84.5;4.15744570314854;0.53475935828877
"yes";"usa";1918;0;40.2905895722023;15.370705244123
"yes";"usa";1946;65.9;26.6466948072449;40.2852049910873
"no";"poland";1899;0;17.9681813874064;2.13903743315508
"no";"turkey";1957;0;27.2111947024398;9.43060498220641
"no";"united states";1952;89.6;23.3428513158426;35.1158645276292
"no";"canada";1933;0;19.7681866148242;30.6595365418895
"yes";"china";1922;0;0;56.4195298372514
"no";"united states";1860;0;0;0
"yes";"scotland";1881;36.2;69.7702334242717;1.62748643761302
"no";"germany";1944;0;0;32.4420677361854
"no";"united states";1907;100;8.31489140629709;14.2602495543672
"no";"japan";1954;0;8.31489140629709;7.30837789661319
"no";"austria";1910;0;0;0.35650623885918
"no";"germany";1883;0;10.7468412414233;13.1907308377897
"no";"united states";1971;47.1;12.4723371094456;0.89126559714795
"no";"united states";1936;0;0;0.53475935828877
"no";"india";1925;0;0;15.8645276292335
"no";"united states";1923;0;9.65328998110935;0.17825311942959
"no";"poland";1900;0;20.4001312225326;25.8467023172906
"no";"poland";1907;65.9;34.4653032342005;19.9643493761141
"no";"united states";1946;0;25.3082962324327;41.5329768270945
"no";"india";1891;96.6;12.4723371094456;0
"no";"india";1940;0;0;0
"no";"united states";1918;80.7;4.15744570314854;1.42602495543672
"no";"austria";1941;33.8;8.31489140629709;7.84313725490196
"no";"united states";1929;31.9;0;22.9946524064171
"no";"united states";1929;80.7;12.4723371094456;69.3404634581105
"no";"united states";1950;100;50.2871339430999;75.8007117437722
"no";"united states";1934;86.3;23.8135182818004;0.2174688057041
"no";"france";1925;0;28.3012084705155;3.74331550802139
"no";"united states";1911;52.25;0;19.4295900178253
"no";"italy";1859;0;28.2474150489615;10.3386809269162
"no";"united states";1936;0;29.1951128902038;1.7825311942959
"no";"romania";1969;0;20.4001312225326;6.23885918003565
"no";"united states";1953;0;4.15744570314854;31.0160427807487
"no";"france";1898;0;0;5.88235294117647
"no";"united states";1943;0;0;11.9429590017825
"no";"india";1960;39.9;27.0558028638672;72.0142602495544
"no";"netherlands";1892;0;0;0.89126559714795
"no";"poland";1883;65.9;28.0830780211213;45.632798573975
"no";"united states";1916;0;0;3.38680926916221
"no";"india";1914;0;34.8368105872363;1.7825311942959
"no";"united states";1921;0;16.9934048261356;0.35650623885918
"no";"united states";1922;86.3;11.6438176777672;16.5480427046263
"no";"france";1947;0;0;35.4723707664884
"no";"germany";1885;23.5;0;0
"no";"germany";1927;18.8;0;40.9982174688057
"no";"netherlands";1923;0;0;0.35650623885918
"no";"oxfordshire";1919;96.6;0;0.89126559714795
"no";"greece";1946;0;21.1508505292841;49.554367201426
"yes";"japan";1939;80.7;49.2415681656179;67.4502712477396
"no";"russia";1967;0;6.58939553827474;4.45632798573975
"no";"united kingdom";1923;0;73.2194854009893;24.777183600713
"no";"canada";1962;0;10.7468412414233;5.3475935828877
"no";"czech republic";1922;0;0;13.0124777183601
"no";"netherlands";1926;18.8;10.7468412414233;40.4634581105169
"no";"netherlands";1914;0;0;11.7437722419929
"no";"united states";1927;65.25;22.6972905245369;0.53475935828877
"no";"united states";1904;0;0;0
"yes";"united kingdom";1918;96.6;10.810945720133;0
"no";"united states";1913;96.7;13.1787910765495;3.03030303030303
"no";"canada";1949;80.7;19.3065799622187;42.9590017825312
"no";"united kingdom";1928;66.4;6.58939553827474;0.35650623885918
"no";"united states";1884;100;0;15.6862745098039
"no";"united states";1863;33.6;0;17.4688057040998
"no";"united states";1941;57.25;20.4001312225326;0.190730837789661
"no";"essex";1955;36.2;0;9.62566844919786
"no";"south korea";1971;33.8;13.1787910765495;9.09090909090909
"no";"india";1934;86.3;0;0.411764705882353
"yes";"usa";1896;86.3;35.7958371035381;48.1012658227848
"no";"united states";1958;80.7;10.7468412414233;84.6702317290553
"no";"united kingdom";1927;45.55;13.8107356842579;41.5329768270945
"no";"russia";1883;33;4.15744570314854;6.06060606060606
"no";"china";1967;33.6;0;40.1069518716578
"yes";"australia";1890;0;33.3294451686081;11.2299465240642
"no";"austria";1899;0;34.0066155732815;47.3309608540925
"no";"united states";1944;65.55;12.9628613946042;90.9252669039146
"no";"turkey";1951;0;11.6714256579213;13.903743315508
"no";"united states";1935;0;19.7681866148242;12.4777183600713
"no";"united states";1916;26.8;0;7.30837789661319
"no";"united states";1885;0;0;9.62566844919786
"no";"united states";1923;96.7;32.3232550538338;42.9590017825312
"no";"india";1947;0;19.9863170642184;53.2976827094474
"no";"united states";1952;65.9;0;81.1051693404635
"no";"india";1927;96.6;17.336236779698;9.62566844919786
"no";"poland";1905;0;0;28.8770053475936
"no";"netherlands";1914;14.1;6.58939553827474;14.6167557932264
"no";"united kingdom";1861;0;30.9436334555937;32.4420677361854
"no";"poland";1899;25.3;0;24.0641711229947
"no";"united states";1943;82.7666666666667;0;1.95729537366548
"no";"india";1969;96.7;17.336236779698;23.8859180035651
"yes";"the netherlands";1946;20;0;8.55614973262032
"no";"canada";1920;100;0;1.06951871657754
"no";"ukraine";1915;84.5;6.58939553827474;9.09090909090909
"no";"scotland";1885;24.9;51.6604311720987;0.399286987522282
"no";"united states";1905;89.6;33.0449051939984;56.1497326203209
"yes";"germany";1883;0;41.1308639394292;7.30837789661319
"yes";"usa";1927;0;33.1360324448468;31.2839059674503
"no";"united states";1882;0;14.3823991182398;44.3850267379679
"no";"united states";1957;66.7;11.6714256579213;22.9946524064171
"no";"united states";1857;65.9;10.7468412414233;47.9500891265597
"yes";"usa";1937;86.3;0;34.7197106690778
"no";"austria";1929;100;6.58939553827474;0.53475935828877
"no";"united states";1923;0;0;0.35650623885918
"no";"united states";1877;65.9;8.31489140629709;14.795008912656
"yes";"germany";1879;0;100;0.777183600713013
"no";"japan";1914;0;14.9042869445718;8.19964349376114
"no";"chile";1916;0;0;3.38680926916221
"no";"united states";1900;0;0;0.53475935828877
"no";"united states";1936;100;0;15.6862745098039
"no";"slovenia";1896;0;13.1787910765495;2.67379679144385
"no";"hungary";1923;31.6;23.3428513158426;33.8680926916221
"no";"england";1929;53.4333333333333;0;13.5472370766488
"no";"united states";1945;0;37.4636880331545;47.0588235294118
"no";"united states";1959;82.85;23.3428513158426;94.4741532976827
"no";"russia";1932;33;0;1.60427807486631
"no";"ukraine";1880;0;18.8064632171355;0.17825311942959
"yes";"switzerland";1861;0;0;7.41410488245931
"no";"united states";1860;50.4;0;0.89126559714795
"no";"ukraine";1923;0;0;14.795008912656
"no";"united kingdom";1869;96.6;6.58939553827474;10.6951871657754
"no";"poland";1961;54.9;18.260821196196;30.4812834224599
"no";"united states";1962;0;0;12.4777183600713
"no";"united states";1939;0;39.4535276266613;53.475935828877
"no";"netherlands";1947;0;0;1.96078431372549
"no";"united states";1918;0;6.58939553827474;21.0338680926916
"yes";"switzerland";1933;0;0;14.8282097649186
"no";"india";1940;0;14.0780969665672;91.4590747330961
"no";"united states";1968;89.7;27.2503472573125;38.8591800356506
"no";"canada";1893;17.2;42.2965102955452;44.2067736185383
"no";"united states";1940;59.8;0;41.7112299465241
"no";"united states";1941;89.6;17.9681813874064;8.9126559714795
"no";"united states";1880;100;23.4640256653672;11.7647058823529
"yes";"usa";1923;0;0;37.251356238698
"no";"china";1893;0;0;8.9126559714795
"no";"india";1882;0;31.1802020575304;57.7540106951872
"no";"united states";1897;50.4;0;18.8948306595365
"no";"austria";1923;0;0;8.19964349376114
"no";"russia";1952;50.4;9.65328998110935;17.1122994652406
"no";"united states";1947;80.7;0;3.5650623885918
"no";"japan";1902;14.1;8.31489140629709;11.2299465240642
"no";"netherlands";1903;0;24.2499235263273;19.4295900178253
"no";"germany";1906;24;9.65328998110935;8.9126559714795
"no";"united kingdom";1874;93.4;16.6297828125942;1.42602495543672
"no";"united states";1921;79.4;0;1.06951871657754
"no";"bangladesh";1861;24.9;36.9163852268525;17.825311942959
"no";"poland";1933;0;0;0.35650623885918
"no";"germany";1931;0;0;18.8948306595365
"no";"republic of ireland";1950;54.9;11.6438176777672;45.1957295373665
"no";"united states";1928;29;4.15744570314854;24.2424242424242
"no";"netherlands";1946;71.9;22.4182668993446;39.3939393939394
"no";"canada";1903;0;0;1.42602495543672
"no";"algeria";1893;0;28.814164163702;14.795008912656
"yes";"canada";1895;0;0;1.26582278481013
"no";"united states";1950;66.7;9.65328998110935;8.73440285204991
"no";"south korea";1946;7.7;0;0.35650623885918
"no";"united kingdom";1887;0;24.2499235263273;7.66488413547237
"no";"united states";1914;0;51.653887979124;43.8502673796791
"no";"russia";1909;33;0;0.35650623885918
"no";"united kingdom";1920;60.75;0;3.03030303030303
"no";"united states";1980;91.3666666666667;20.4001312225326;5.52584670231729
"no";"united states";1913;0;6.58939553827474;5.70409982174688
"no";"belgium";1961;13.3;13.8107356842579;80.7486631016043
"no";"australia";1951;37.05;29.6396070453277;0.857397504456328
"no";"germany";1910;0;15.8288713610698;37.9679144385027
"no";"united states";1945;0;6.58939553827474;42.7807486631016
"yes";"usa";1942;31.9;0;0.904159132007233
"no";"egypt";1908;0;19.3065799622187;11.7647058823529
"no";"germany";1928;0;11.6714256579213;0.269162210338681
"no";"united states";1919;51.2;22.2737315609943;27.807486631016
"no";"japan";1920;0;9.65328998110935;6.06060606060606
"no";"australia";1945;24.9;0;0.35650623885918
"no";"germany";1893;0;0;0.35650623885918
"no";"germany";1921;18.8;0;0.35650623885918
"no";"united states";1895;65.9;0;7.1301247771836
"no";"india";1953;80.7;0;0.17825311942959
"no";"sweden";1965;46.65;14.3823991182398;10.6951871657754
"no";"essex";1866;96.6;0;0.89126559714795
"no";"england";1961;96.6;43.9750860314768;0.81283422459893
"yes";"usa";1945;89.6;55.5542848062498;5.78661844484629
"yes";"united kingdom";1857;54.9;0;7.05244122965642
"no";"czech republic";1889;0;11.6714256579213;9.62566844919786
"no";"united states";1918;0;5.01471932029489;25.8007117437722
"no";"united states";1936;0;0;18.8948306595365
"no";"united kingdom";1912;0;4.15744570314854;6.06060606060606
"yes";"usa";1922;0;36.3701367728405;0.313725490196078
"no";"italy";1872;0;4.15744570314854;11.7647058823529
"no";"sweden";1942;0;19.7681866148242;12.1212121212121
"no";"united states";1930;79.4;35.5652386636096;35.650623885918
"no";"italy";1939;0;5.01471932029489;6.76156583629893
"no";"italy";1913;23.1;0;1.24777183600713
"no";"united states";1955;33.05;28.9116935694694;40.8199643493761
"no";"united states";1867;0;4.15744570314854;15.8645276292335
"no";"united states";1941;89.6;0;11.4081996434938
"no";"united kingdom";1921;0;31.8088319780592;49.7326203208556
"no";"united states";1927;86.3;9.65328998110935;5.52584670231729
"no";"mexico";1958;60;32.9222439396282;16.9340463458111
"yes";"germany";1887;0;23.4640256653672;2.31729055258467
"yes";"prussia";1864;0;0;0.180831826401447
"no";"czech republic";1931;0;56.0209433930341;71.4795008912656
"no";"austria";1927;0;30.9436334555937;36.7201426024955
"yes";"canada";1926;0;25.2194364397845;24.4206773618538
"no";"germany";1926;96.6;4.15744570314854;10.5169340463458
"no";"united states";1938;19;0;11.7647058823529
"no";"russia";1945;0;0;37.4331550802139
"no";"austria";1909;0;30.9090631794952;32.4420677361854
"no";"germany";1947;0;0;37.4331550802139
"no";"italy";1937;0;32.3232550538338;1.42602495543672
"no";"hertfordshire";1932;0;6.58939553827474;41.7112299465241
"no";"united states";1894;100;48.0931492799471;39.2156862745098
"no";"russia";1906;33;0;0
"no";"united states";1907;89.6;35.7381921651321;33.8680926916221
"no";"united states";1926;0;0;8.19964349376114
"no";"united states";1962;35.5;0;47.415329768271
"no";"canada";1938;0;0;31.1942959001783
"no";"netherlands";1909;0;0;15.1515151515152
"no";"united states";1945;79.4;24.0356890993492;49.1978609625668
"yes";"the netherlands";1837;0;57.0363779657395;13.3815551537071
"no";"united states";1937;16.3;8.31489140629709;64.7058823529412
"no";"united states";1930;0;0;3.92156862745098
"no";"united states";1957;0;11.6714256579213;26.5597147950089
"no";"germany";1890;25.3;0;42.9590017825312
"yes";"sweden";1934;0;0;0.904159132007233
"yes";"united kingdom";1842;0;0;0
"no";"united states";1957;79.9;55.4770321256196;98.5739750445633
"no";"canada";1962;61.3333333333333;24.2499235263273;12.6559714795009
"no";"united states";1928;33.6;30.6613259944044;22.2816399286988
"no";"italy";1874;0;27.0558028638672;0
"no";"israel";1937;0;39.3270733371311;81.8181818181818
"no";"united states";1951;85.15;24.8502167344708;36.3636363636364
"no";"united states";1957;0;6.58939553827474;16.2210338680927
"no";"united states";1906;0;0;1.24777183600713
"no";"canada";1936;86.3;0;0.17825311942959
"no";"netherlands";1952;0;31.3436434045956;18.1818181818182
"no";"canada";1893;95;0;0.89126559714795
"no";"canada";1953;80.7;30.365071888248;15.6862745098039
"no";"united states";1969;58.15;49.4299671652526;58.8235294117647
"no";"canada";1970;58.6;28.9116935694694;25.1336898395722
"no";"germany";1857;0;4.15744570314854;13.903743315508
"no";"united states";1930;50.4;29.1951128902038;26.5597147950089
"no";"united kingdom";1942;0;17.6605279880525;80.3921568627451
"no";"hertfordshire";1948;96.6;26.5757126024931;27.6292335115865
"no";"germany";1893;0;6.58939553827474;5.52584670231729
"no";"united states";1924;86.3;20.7872285157427;13.5472370766488
"no";"united states";1870;50.4;10.7468412414233;5.88235294117647
"no";"leicestershire";1868;0;20.4001312225326;45.632798573975
"no";"united states";1957;80.7;15.0441579608847;0.177935943060498
"no";"united states";1915;93.4;0;9.44741532976827
"yes";"w&uuml rttemberg";1869;0;15.8377492139136;18.2640144665461
"no";"kent";1935;96.6;25.8959755004934;20.1426024955437
"no";"india";1903;96.6;30.8041405103935;0.89126559714795
"no";"united states";1948;0;17.336236779698;0
"no";"united states";1880;25.05;8.31489140629709;4.81283422459893
"no";"united states";1929;74.9;35.8304697744428;59.8930481283422
"no";"switzerland";1857;24;35.6129045539326;44.5632798573975
"no";"united states";1967;60;0;27.807486631016
"yes";"united kingdom";1914;96.6;24.5575769256812;1.96078431372549
"no";"united states";1888;0;0;4.45632798573975
"no";"italy";1979;0;14.9042869445718;8.37789661319073
"yes";"south africa";1899;0;30.4175481437553;9.40325497287523
"no";"united states";1919;66.3;14.3823991182398;14.795008912656
"no";"australia";1948;79.4;13.8107356842579;16.3992869875223
"no";"south korea";1960;33.8;17.336236779698;16.2210338680927
"no";"italy";1943;54.9;38.0740409932971;73.1316725978648
"no";"poland";1901;0;40.9645994729055;93.2263814616756
"no";"bulgaria";1928;0;0;0.35650623885918
"no";"united states";1939;59.1;40.422127623656;0.240213523131673
"no";"austria";1913;0;5.01471932029489;38.2562277580071
"no";"india";1949;0;0;0.17825311942959
"no";"ukraine";1933;0;0;0.17825311942959
"no";"united states";1885;0;4.15744570314854;8.37789661319073
"no";"lancashire";1932;56.9;0;39.2156862745098
"no";"poland";1937;79.4;8.31489140629709;14.795008912656
"no";"united states";1958;85.15;13.1787910765495;37.4331550802139
"no";"morocco";1938;93.4;24.6567184605535;1.7825311942959
